symbol,date,recommendation,combined,intrinsicv_value,market_price,pe_ratio,rsi,macd_signal,bollinger_signal,trend_signal,fundamental_signal,risk_signal,dividiend_signal,score
NISN,9/20/2024,HOLD,HOLD,0,13.75,3.0829597,,BUY,HOLD,downward,SELL,BUY,HOLD,0
OSBC,9/20/2024,SELL,SELL,0,16.25,8.597883,,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
ENX,9/20/2024,SELL,SELL,0,9.890000343322754,30.906252,,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
MBIN,9/20/2024,HOLD,HOLD,0,45.56999969482422,6.9572515,,BUY,HOLD,downward,SELL,BUY,HOLD,0
TAOP,9/20/2024,SELL,SELL,0,0.5690000057220459,0.5172727,,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
GCT,9/20/2024,HOLD,HOLD,0,18.299999237060547,6.5827336,,BUY,HOLD,downward,SELL,BUY,HOLD,0
KEQU,9/20/2024,HOLD,HOLD,0,35.47999954223633,5.6677313,,BUY,HOLD,downward,SELL,BUY,HOLD,0
ATXI,9/20/2024,SELL,SELL,0,2.4600000381469727,0.06563501,,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
EBBNF,9/20/2024,HOLD,HOLD,0,21.87999916,9.860296,,BUY,HOLD,downward,SELL,BUY,HOLD,0
JHIUF,9/20/2024,HOLD,HOLD,0,42,36.206898,,BUY,HOLD,downward,SELL,BUY,HOLD,0
MIESY,9/20/2024,SELL,SELL,0,6.925000190734863,1.886921,,HOLD,HOLD,downward,SELL,BUY,HOLD,-0.5
MMND,9/20/2024,SELL,SELL,0,0.07,7,,HOLD,HOLD,downward,SELL,BUY,HOLD,-0.5
INTC,9/20/2024,HOLD,HOLD,0,21.84000015258789,91,,BUY,HOLD,downward,SELL,BUY,HOLD,0
REI,9/20/2024,SELL,SELL,0,1.6699999570846558,4.6388884,,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
AILIN,9/20/2024,HOLD,HOLD,0,75,4.297748,,BUY,HOLD,downward,SELL,BUY,HOLD,0
COLL,9/20/2024,HOLD,HOLD,0,39.06999969482422,14.687969,,BUY,HOLD,downward,SELL,BUY,HOLD,0
UMBF,9/20/2024,HOLD,HOLD,0,106.75,13.774194,,BUY,HOLD,downward,SELL,BUY,HOLD,0
GUT-PC,9/20/2024,SELL,SELL,0,24.850000381469727,41.347755,,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
GLU,9/20/2024,HOLD,HOLD,0,16.260000228881836,22.583332,,BUY,HOLD,downward,SELL,BUY,HOLD,0
ESLT,9/20/2024,SELL,SELL,0,192.24000549316406,35.403316,,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
KIM-PM,9/20/2024,HOLD,HOLD,0,24.81999969482422,15.078979,,BUY,HOLD,downward,SELL,BUY,HOLD,0
GOGO,9/20/2024,HOLD,HOLD,0,6.889999866485596,13.78,,BUY,HOLD,downward,SELL,BUY,HOLD,0
SPOK,9/20/2024,SELL,SELL,0,15.18999958,20.253332,,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
SMID,9/20/2024,HOLD,HOLD,0,37.869998931884766,43.528732,,BUY,HOLD,downward,SELL,BUY,HOLD,0
EXPO,9/20/2024,HOLD,HOLD,0,110.7699966430664,54.5665,,BUY,HOLD,downward,SELL,BUY,HOLD,0
PLDGP,9/20/2024,HOLD,HOLD,0,58.04999923706055,11.619296,,BUY,HOLD,downward,SELL,BUY,HOLD,0
CNBX,9/20/2024,SELL,SELL,0,0.01,0.029411763,,HOLD,HOLD,downward,SELL,BUY,HOLD,-0.5
UEPCN,9/20/2024,SELL,SELL,0,80,15.6770525,,HOLD,HOLD,downward,SELL,BUY,HOLD,-0.5
QQQX,9/20/2024,HOLD,HOLD,0,24.940000534057617,5.07943,,BUY,HOLD,downward,SELL,BUY,HOLD,0
TTFNF,9/20/2024,HOLD,HOLD,0,69.91000366210938,7.917328,,BUY,HOLD,downward,SELL,BUY,HOLD,0
PRDO,9/20/2024,SELL,SELL,0,22.229999542236328,10.8970585,,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
HEI-A,9/20/2024,HOLD,HOLD,0,207.0800018310547,60.549706,,BUY,HOLD,downward,SELL,BUY,HOLD,0
VMEO,9/20/2024,HOLD,HOLD,0,5.099999904632568,26.842106,,BUY,HOLD,downward,SELL,BUY,HOLD,0
TSEM,9/20/2024,HOLD,HOLD,0,42.310001373291016,9.52928,,BUY,HOLD,downward,SELL,BUY,HOLD,0
USCTF,9/20/2024,SELL,SELL,0,0.30889999866485596,0.14105022,,HOLD,HOLD,downward,SELL,BUY,HOLD,-0.5
AMS,9/20/2024,HOLD,HOLD,0,3.0899999141693115,4.681818,,BUY,HOLD,downward,SELL,BUY,HOLD,0
WB,9/20/2024,HOLD,HOLD,0,7.630000114440918,5.914729,,BUY,HOLD,downward,SELL,BUY,HOLD,0
PMTS,9/20/2024,HOLD,HOLD,0,27.549999237060547,18.125,,BUY,HOLD,downward,SELL,BUY,HOLD,0
SNEJF,9/20/2024,SELL,SELL,0,87.59999847,15.642858,,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
SUPN,9/20/2024,HOLD,HOLD,0,31.81999969482422,353.55554,,BUY,HOLD,downward,SELL,BUY,HOLD,0
MS-PK,9/20/2024,SELL,SELL,0,25.729999542236328,3.2743702,,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
CNLHO,9/20/2024,SELL,SELL,0,38.606998443603516,0.5169242,,HOLD,HOLD,downward,SELL,BUY,HOLD,-0.5
NTTDF,9/20/2024,SELL,SELL,0,14.100000381469727,22.031252,,HOLD,HOLD,downward,SELL,BUY,HOLD,-0.5
GOOG,9/20/2024,HOLD,HOLD,0,164.63999938964844,23.655172,,BUY,HOLD,downward,SELL,BUY,HOLD,0
USLM,9/20/2024,HOLD,HOLD,0,94.72000122070312,31.46844,,BUY,HOLD,downward,SELL,BUY,HOLD,0
HST,9/20/2024,HOLD,HOLD,0,18.729999542236328,17.669811,,BUY,HOLD,downward,SELL,BUY,HOLD,0
EDPFY,9/20/2024,SELL,SELL,0,44.27000045776367,13.334338,,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
ADEA,9/20/2024,HOLD,HOLD,0,12.520000457763672,30.536587,,BUY,HOLD,downward,SELL,BUY,HOLD,0
SMKUY,9/20/2024,SELL,SELL,0,1.0605000257492065,53.025,,HOLD,HOLD,downward,SELL,BUY,HOLD,-0.5
ZION,9/20/2024,HOLD,HOLD,0,47.99000168,11.563855,,BUY,HOLD,downward,SELL,BUY,HOLD,0
GTMAY,9/20/2024,SELL,SELL,0,0.8999999761581421,12.857142,,HOLD,HOLD,downward,SELL,BUY,HOLD,-0.5
ANIP,9/20/2024,HOLD,HOLD,0,59.65999984741211,50.134453,,BUY,HOLD,downward,SELL,BUY,HOLD,0
TBBK,9/20/2024,HOLD,HOLD,0,53.11000061035156,13.866841,,BUY,HOLD,downward,SELL,BUY,HOLD,0
RUSHA,9/20/2024,HOLD,HOLD,0,52.560001373291016,13.978724,,BUY,HOLD,downward,SELL,BUY,HOLD,0
CHI,9/20/2024,HOLD,HOLD,0,11.710000038146973,12.326316,,BUY,HOLD,downward,SELL,BUY,HOLD,0
CRTO,9/20/2024,HOLD,HOLD,0,42,24.418604,,BUY,HOLD,downward,SELL,BUY,HOLD,0
FRAF,9/20/2024,SELL,SELL,0,30.200000762939453,9.710611,,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
BBCP,9/20/2024,HOLD,HOLD,0,5.940000057220459,22.846155,,BUY,HOLD,downward,SELL,BUY,HOLD,0
FMCB,9/20/2024,HOLD,HOLD,0,967.0969848632812,8.216627,,BUY,HOLD,downward,SELL,BUY,HOLD,0
EXLS,9/20/2024,SELL,SELL,0,36.52000045776367,33.814816,,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
SAIC,9/20/2024,SELL,SELL,0,135.47999572753906,24.192858,,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
REPX,9/20/2024,HOLD,HOLD,0,27.280000686645508,5.5901637,,BUY,HOLD,downward,SELL,BUY,HOLD,0
FIVE,9/20/2024,SELL,SELL,0,95.41000366210938,18.81854,,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
PTC,9/20/2024,HOLD,HOLD,0,175.89999389648438,71.79591,,BUY,HOLD,downward,SELL,BUY,HOLD,0
VIVC,9/20/2024,SELL,SELL,0,2.9000000953674316,72.50001,,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
CCB,9/20/2024,HOLD,HOLD,0,51.66999816894531,18.789091,,BUY,HOLD,downward,SELL,BUY,HOLD,0
MKSI,9/20/2024,HOLD,HOLD,0,109.87999725341797,732.53326,,BUY,HOLD,downward,SELL,BUY,HOLD,0
KLAC,9/20/2024,HOLD,HOLD,0,758.8499755859375,37.455574,,BUY,HOLD,downward,SELL,BUY,HOLD,0
NVEE,9/20/2024,HOLD,HOLD,0,90.70999908447266,44.90594,,BUY,HOLD,downward,SELL,BUY,HOLD,0
ACNB,9/20/2024,HOLD,HOLD,0,43.470001220703125,11.877049,,BUY,HOLD,downward,SELL,BUY,HOLD,0
NESR,9/20/2024,SELL,SELL,0,9.399999618530273,19.583332,,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
PGHL,9/20/2024,SELL,SELL,0,16.760000228881836,335.2,,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
YIBO,9/20/2024,SELL,SELL,0,2.5299999713897705,16.866665,,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
BCSA,9/20/2024,SELL,SELL,0,11.140000343322754,18.881357,,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
MDRR,9/20/2024,SELL,SELL,0,12.619999885559082,10.879311,,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
SVMB,9/20/2024,SELL,SELL,0,3.5,0.39281708,,HOLD,HOLD,downward,SELL,BUY,HOLD,-0.5
IESC,9/20/2024,HOLD,HOLD,0,183.89999389648438,21.635294,,BUY,HOLD,downward,SELL,BUY,HOLD,0
FAMI,9/20/2024,HOLD,HOLD,0,0.23999999463558197,0.11537737,,BUY,HOLD,downward,SELL,BUY,HOLD,0
WSC,9/20/2024,HOLD,HOLD,0,39.79999923706055,41.458332,,BUY,HOLD,downward,SELL,BUY,HOLD,0
HOOD,9/20/2024,HOLD,HOLD,0,22.729999542236328,73.32258,,BUY,HOLD,downward,SELL,BUY,HOLD,0
HON,9/20/2024,SELL,SELL,0,203.35000610351562,23.21347,,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
EGRX,9/20/2024,SELL,SELL,0,3.9600000381469727,4.6588235,,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
ROHCY,9/20/2024,HOLD,HOLD,0,11.06000042,11.765958,,BUY,HOLD,downward,SELL,BUY,HOLD,0
BOOM,9/20/2024,HOLD,HOLD,0,12.90999984741211,20.171875,,BUY,HOLD,downward,SELL,BUY,HOLD,0
FMCCJ,9/20/2024,SELL,SELL,0,5.619999885559082,82.64705,,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
FMCCT,9/20/2024,SELL,SELL,0,6.110000133514404,89.852936,,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
PNRG,9/20/2024,HOLD,HOLD,0,148.25,7.987608,,BUY,HOLD,downward,SELL,BUY,HOLD,0
WLMIY,9/20/2024,HOLD,HOLD,0,25,10.04016,,BUY,HOLD,downward,SELL,BUY,HOLD,0
PRVA,9/20/2024,HOLD,HOLD,0,18.75,156.25,,BUY,HOLD,downward,SELL,BUY,HOLD,0
VGZ,9/20/2024,SELL,SELL,0,0.692799985,6.928,,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
JPM-PC,9/20/2024,SELL,SELL,0,25.700000762939453,1.9062454,,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
FREJN,9/20/2024,SELL,SELL,0,5.699999809265137,83.823524,,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
PCTY,9/20/2024,HOLD,HOLD,0,162.5800018310547,44.787876,,BUY,HOLD,downward,SELL,BUY,HOLD,0
MPTI,9/20/2024,HOLD,HOLD,0,35.869998931884766,20.380682,,BUY,HOLD,downward,SELL,BUY,HOLD,0
IIPR-PA,9/20/2024,HOLD,HOLD,0,26.37999916,5.460567,,BUY,HOLD,downward,SELL,BUY,HOLD,0
SNPX,9/20/2024,HOLD,HOLD,0,3.3399999141693115,0.32521906,,BUY,HOLD,downward,SELL,BUY,HOLD,0
RDVT,9/20/2024,HOLD,HOLD,0,29.239999771118164,26.107143,,BUY,HOLD,downward,SELL,BUY,HOLD,0
CBNK,9/20/2024,HOLD,HOLD,0,25.940000534057617,10.763485,,BUY,HOLD,downward,SELL,BUY,HOLD,0
MVBF,9/20/2024,SELL,SELL,0,19.770000457763672,12.673078,,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
GRI,9/20/2024,SELL,SELL,0,0.4410000145435333,0.007723848,,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
AEP,9/20/2024,SELL,SELL,0,102.1500015258789,20.43,,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
GAIN,9/20/2024,HOLD,HOLD,0,13.470000267028809,6.635468,,BUY,HOLD,downward,SELL,BUY,HOLD,0
ESQ,9/20/2024,HOLD,HOLD,0,63.09000015258789,13.17119,,BUY,HOLD,downward,SELL,BUY,HOLD,0
IDR,9/20/2024,SELL,SELL,0,13.890000343322754,34.725,,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
CTLP,9/20/2024,HOLD,HOLD,0,6.739999771118164,44.93333,,BUY,HOLD,downward,SELL,BUY,HOLD,0
TECH,9/20/2024,HOLD,HOLD,0,78.30000305175781,74.571434,,BUY,HOLD,downward,SELL,BUY,HOLD,0
BCPC,9/20/2024,HOLD,HOLD,0,174.72999572753906,48.807262,,BUY,HOLD,downward,SELL,BUY,HOLD,0
PRFT,9/20/2024,HOLD,HOLD,0,75.5,36.124405,,BUY,HOLD,downward,SELL,BUY,HOLD,0
FLXS,9/20/2024,HOLD,HOLD,0,43.869998931884766,22.968586,,BUY,HOLD,downward,SELL,BUY,HOLD,0
IPGP,9/20/2024,HOLD,HOLD,0,70.25,23.184818,,BUY,HOLD,downward,SELL,BUY,HOLD,0
AIRTP,9/20/2024,SELL,SELL,0,17.389999389648438,51.75595,,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
PI,9/20/2024,HOLD,HOLD,0,201.99000549316406,721.3929,,BUY,HOLD,downward,SELL,BUY,HOLD,0
ASCB,9/20/2024,SELL,SELL,0,11.18999958,22.836733,,HOLD,HOLD,downward,SELL,BUY,HOLD,-0.5
IRRX,9/20/2024,SELL,SELL,0,11.020000457763672,55.100002,,HOLD,HOLD,downward,SELL,BUY,HOLD,-0.5
GVH,9/20/2024,SELL,SELL,0,0.8659999966621399,12.377143,,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
SVNDY,9/20/2024,SELL,SELL,0,14.970000267028809,27.722221,,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
BRRLY,9/20/2024,HOLD,HOLD,0,18.030000686645508,29.080647,,BUY,HOLD,downward,SELL,BUY,HOLD,0
NECB,9/20/2024,HOLD,HOLD,0,23.700000762939453,6.6016717,,BUY,HOLD,downward,SELL,BUY,HOLD,0
PCH,9/20/2024,HOLD,HOLD,0,45.61000061035156,99.152176,,BUY,HOLD,downward,SELL,BUY,HOLD,0
APP,9/20/2024,HOLD,HOLD,0,126.08999633789062,53.65532,,BUY,HOLD,downward,SELL,BUY,HOLD,0
PSA-PK,9/20/2024,HOLD,HOLD,0,23.12999916,2.2480319,,BUY,HOLD,downward,SELL,BUY,HOLD,0
FMCQF,9/20/2024,SELL,SELL,0,39.70000076293945,19.751244,,HOLD,HOLD,downward,SELL,BUY,HOLD,-0.5
CAC,9/20/2024,HOLD,HOLD,0,40.18000030517578,13.52862,,BUY,HOLD,downward,SELL,BUY,HOLD,0
LOVE,9/20/2024,HOLD,HOLD,0,26.12000084,47.49091,,BUY,HOLD,downward,SELL,BUY,HOLD,0
FNLC,9/20/2024,SELL,SELL,0,26.360000610351562,11.122364,,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
CUYTY,9/20/2024,SELL,SELL,0,13.151000022888184,5.572458,,HOLD,HOLD,downward,SELL,BUY,HOLD,-0.5
OLLI,9/20/2024,SELL,SELL,0,98.98999786376953,30.179878,,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
ATGFF,9/20/2024,SELL,SELL,0,24.18000030517578,22.59813,,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
REDW,9/20/2024,SELL,SELL,0,150,21.037868,,HOLD,HOLD,downward,SELL,BUY,HOLD,-0.5
FEIM,9/20/2024,SELL,SELL,0,12.050000190734863,19.435484,,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
TCMD,9/20/2024,HOLD,HOLD,0,14.170000076293945,10.049645,,BUY,HOLD,downward,SELL,BUY,HOLD,0
BPRN,9/20/2024,HOLD,HOLD,0,38.209999084472656,10.948423,,BUY,HOLD,downward,SELL,BUY,HOLD,0
CRKN,9/20/2024,SELL,SELL,0,1.190000057220459,0.000381675,,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
JAKK,9/20/2024,HOLD,HOLD,0,25.87999916,9.620817,,BUY,HOLD,downward,SELL,BUY,HOLD,0
JCSE,9/20/2024,HOLD,HOLD,0,1.2000000476837158,15.000001,,BUY,HOLD,downward,SELL,BUY,HOLD,0
MTEN,9/20/2024,HOLD,HOLD,0,4.610000133514404,18.44,,BUY,HOLD,downward,SELL,BUY,HOLD,0
NTIC,9/20/2024,SELL,SELL,0,12.079999923706055,26.260868,,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
ACU,9/20/2024,SELL,SELL,0,42.099998474121094,8.287401,,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
SANM,9/20/2024,HOLD,HOLD,0,69.02999877929688,17.883419,,BUY,HOLD,downward,SELL,BUY,HOLD,0
YKLTF,9/20/2024,SELL,SELL,0,20.600000381469727,17.457628,,HOLD,HOLD,downward,SELL,BUY,HOLD,-0.5
QBCAF,9/20/2024,SELL,SELL,0,24.701200485229492,10.601374,,HOLD,HOLD,downward,SELL,BUY,HOLD,-0.5
OPBK,9/20/2024,HOLD,HOLD,0,12.640000343322754,9.226277,,BUY,HOLD,downward,SELL,BUY,HOLD,0
SRAD,9/20/2024,HOLD,HOLD,0,12.119999885559082,134.66666,,BUY,HOLD,downward,SELL,BUY,HOLD,0
SER,9/20/2024,SELL,SELL,0,6.619999885559082,47.285713,,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
GS-PA,9/20/2024,HOLD,HOLD,0,23.75,0.46090552,,BUY,HOLD,downward,SELL,BUY,HOLD,0
ROYMY,9/20/2024,HOLD,HOLD,0,8.989999771118164,59.93333,,BUY,HOLD,downward,SELL,BUY,HOLD,0
GAMI,9/20/2024,HOLD,HOLD,0,25.37999916,10.444444,,BUY,HOLD,downward,SELL,BUY,HOLD,0
BYFC,9/20/2024,HOLD,HOLD,0,7,21.875,,BUY,HOLD,downward,SELL,BUY,HOLD,0
VSEC,9/20/2024,HOLD,HOLD,0,87.33999633789062,40.064217,,BUY,HOLD,downward,SELL,BUY,HOLD,0
FLYE,9/20/2024,SELL,SELL,0,0.5619999766349792,11.242,,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
CNXC,9/20/2024,SELL,SELL,0,63.380001068115234,14.8779335,,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
OSW,9/20/2024,HOLD,HOLD,0,16.62000084,31.961542,,BUY,HOLD,downward,SELL,BUY,HOLD,0
DSX-PB,9/20/2024,HOLD,HOLD,0,26.799999237060547,28.48034,,BUY,HOLD,downward,SELL,BUY,HOLD,0
SPTN,9/20/2024,SELL,SELL,0,21.65999984741211,16.285713,,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
CIM-PA,9/20/2024,HOLD,HOLD,0,23.93000030517578,32.64666,,BUY,HOLD,downward,SELL,BUY,HOLD,0
GSL-PB,9/20/2024,HOLD,HOLD,0,26.827999114990234,4.2856226,,BUY,HOLD,downward,SELL,BUY,HOLD,0
CPSS,9/20/2024,HOLD,HOLD,0,9.899999618530273,9.082568,,BUY,HOLD,downward,SELL,BUY,HOLD,0
AMIH,9/20/2024,SELL,SELL,0,9.999999747378752e-05,0.000185185,,HOLD,HOLD,downward,SELL,BUY,HOLD,-0.5
DERM,9/20/2024,SELL,SELL,0,5.050000190734863,38.846157,,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
EXOD,9/20/2024,HOLD,HOLD,0,15.100000381469727,16.306696,,BUY,HOLD,downward,SELL,BUY,HOLD,0
TNRG,9/20/2024,HOLD,HOLD,0,0.028599999845027924,2.8600001,,BUY,HOLD,downward,SELL,BUY,HOLD,0
SR-PA,9/20/2024,HOLD,HOLD,0,25.010000228881836,6.1844707,,BUY,HOLD,downward,SELL,BUY,HOLD,0
NVZMF,9/20/2024,SELL,SELL,0,69.01000213623047,66.355774,,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
PDCO,9/20/2024,HOLD,HOLD,0,21.59000015258789,11.928177,,BUY,HOLD,downward,SELL,BUY,HOLD,0
SBLK,9/20/2024,HOLD,HOLD,0,21.59000015258789,7.9962964,,BUY,HOLD,downward,SELL,BUY,HOLD,0
KEY-PJ,9/20/2024,HOLD,HOLD,0,23.049999237060547,9.313131,,BUY,HOLD,downward,SELL,BUY,HOLD,0
ILAL,9/20/2024,SELL,SELL,0,0.048,0.96,,HOLD,HOLD,downward,SELL,BUY,HOLD,-0.5
FNMAG,9/20/2024,SELL,SELL,0,6.079999923706055,868.5714,,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
PUTKF,9/20/2024,SELL,SELL,0,1.25,3.6764705,,HOLD,HOLD,downward,SELL,BUY,HOLD,-0.5
LSH,9/20/2024,SELL,SELL,0,2.559999942779541,51.199997,,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
UEPEO,9/20/2024,HOLD,HOLD,0,78,15.285126,,BUY,HOLD,downward,SELL,BUY,HOLD,0
OLCLF,9/20/2024,SELL,SELL,0,28.14259910583496,56.2852,,HOLD,HOLD,downward,SELL,BUY,HOLD,-0.5
TSBK,9/20/2024,HOLD,HOLD,0,31.489999771118164,10.392739,,BUY,HOLD,downward,SELL,BUY,HOLD,0
VVVNF,9/20/2024,HOLD,HOLD,0,11.5,27.380953,,BUY,HOLD,downward,SELL,BUY,HOLD,0
MITA,9/20/2024,HOLD,HOLD,0,11.170000076293945,558.5,,BUY,HOLD,downward,SELL,BUY,HOLD,0
BTGWF,9/20/2024,SELL,SELL,0,0.25999999046325684,26,,HOLD,HOLD,downward,SELL,BUY,HOLD,-0.5
PCG-PH,9/20/2024,HOLD,HOLD,0,18.5,10.254989,,BUY,HOLD,downward,SELL,BUY,HOLD,0
ERIE,9/20/2024,SELL,SELL,0,521.0100098,51.331036,,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
FMCCI,9/20/2024,SELL,SELL,0,5.5,80.88235,,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
INTR,9/20/2024,HOLD,HOLD,0,7.119999885559082,26.370369,,BUY,HOLD,downward,SELL,BUY,HOLD,0
MULG,9/20/2024,SELL,SELL,0,2.549999952316284,18.214285,,HOLD,HOLD,downward,SELL,BUY,HOLD,-0.5
FWONB,9/20/2024,HOLD,HOLD,0,69,64.48598,,BUY,HOLD,downward,SELL,BUY,HOLD,0
ISRL,9/20/2024,HOLD,HOLD,0,11.18999958,22.836733,,BUY,HOLD,downward,SELL,BUY,HOLD,0
AVO,9/20/2024,HOLD,HOLD,0,13.300000190734863,40.30303,,BUY,HOLD,downward,SELL,BUY,HOLD,0
FELE,9/20/2024,HOLD,HOLD,0,102.29000091552734,25.445274,,BUY,HOLD,downward,SELL,BUY,HOLD,0
EEFT,9/20/2024,HOLD,HOLD,0,100.66000366210938,17.56719,,BUY,HOLD,downward,SELL,BUY,HOLD,0
JVA,9/20/2024,HOLD,HOLD,0,3.1600000858306885,15.8,,BUY,HOLD,downward,SELL,BUY,HOLD,0
ROP,9/20/2024,HOLD,HOLD,0,558.0399780273438,41.675877,,BUY,HOLD,downward,SELL,BUY,HOLD,0
JXJT,9/20/2024,HOLD,HOLD,0,1.75,3.6458335,,BUY,HOLD,downward,SELL,BUY,HOLD,0
IWSY,9/20/2024,SELL,SELL,0,9.999999747378752e-05,0.01,,HOLD,HOLD,downward,SELL,BUY,HOLD,-0.5
CKX,9/20/2024,SELL,SELL,0,13.5,61.363636,,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
VODPF,9/20/2024,HOLD,HOLD,0,1.2000000476837158,24,,BUY,HOLD,downward,SELL,BUY,HOLD,0
FZMD,9/20/2024,SELL,SELL,0,0.050000001,1,,HOLD,HOLD,downward,SELL,BUY,HOLD,-0.5
COO,9/20/2024,SELL,SELL,0,110.48999786376953,61.383335,,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
MCFT,9/20/2024,HOLD,HOLD,0,18.489999771118164,36.2549,,BUY,HOLD,downward,SELL,BUY,HOLD,0
AWIN,9/20/2024,HOLD,HOLD,0,0.16899999976158142,0.000670635,,BUY,HOLD,downward,SELL,BUY,HOLD,0
NTDTY,9/20/2024,HOLD,HOLD,0,16.940000534057617,26.468752,,BUY,HOLD,downward,SELL,BUY,HOLD,0
SBSI,9/20/2024,HOLD,HOLD,0,34,12.592592,,BUY,HOLD,downward,SELL,BUY,HOLD,0
SY,9/20/2024,SELL,SELL,0,0.7350000143051147,14.7,,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
SSOK,9/20/2024,SELL,SELL,0,0.1205499991774559,1.3394444,,HOLD,HOLD,downward,SELL,BUY,HOLD,-0.5
BFS-PD,9/20/2024,HOLD,HOLD,0,23.040000915527344,13.633136,,BUY,HOLD,downward,SELL,BUY,HOLD,0
SCHL,9/20/2024,HOLD,HOLD,0,31.399999618530273,78.5,,BUY,HOLD,downward,SELL,BUY,HOLD,0
FRFGF,9/20/2024,SELL,SELL,0,12.199999809265137,0.12285259,,HOLD,HOLD,downward,SELL,BUY,HOLD,-0.5
BFST,9/20/2024,HOLD,HOLD,0,25.700000762939453,10.619835,,BUY,HOLD,downward,SELL,BUY,HOLD,0
FORM,9/20/2024,HOLD,HOLD,0,43.939998626708984,28.532467,,BUY,HOLD,downward,SELL,BUY,HOLD,0
UTGN,9/20/2024,HOLD,HOLD,0,25.979999542236328,3.374026,,BUY,HOLD,downward,SELL,BUY,HOLD,0
FRFHF,9/20/2024,HOLD,HOLD,0,1244.9200439453125,7.6394205,,BUY,HOLD,downward,SELL,BUY,HOLD,0
MXC,9/20/2024,HOLD,HOLD,0,12.609999656677246,22.92727,,BUY,HOLD,downward,SELL,BUY,HOLD,0
GMBL,9/20/2024,HOLD,HOLD,0,0.44999998807907104,0.000143443,,BUY,HOLD,downward,SELL,BUY,HOLD,0
IRMD,9/20/2024,SELL,SELL,0,47.97999954223633,32.863014,,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
SFNC,9/20/2024,HOLD,HOLD,0,21.600000381469727,18.15126,,BUY,HOLD,downward,SELL,BUY,HOLD,0
CUKPF,9/20/2024,SELL,SELL,0,12.850000381469727,18.098593,,HOLD,HOLD,downward,SELL,BUY,HOLD,-0.5
DNN,9/20/2024,HOLD,HOLD,0,1.690000057220459,33.8,,BUY,HOLD,downward,SELL,BUY,HOLD,0
PAGP,9/20/2024,HOLD,HOLD,0,18.920000076293945,23.073172,,BUY,HOLD,downward,SELL,BUY,HOLD,0
